時間戳記,年級,就讀高中縣市,你知道2019年4/15巴黎聖母院發生什麼事了嗎？,你知道2019年4/10宣布了什麼天文學上的重大新聞嗎？,2018年中國科學家賀建奎發表了什麼造成全球學術界譁然？,你知道2019年4/21斯里蘭卡發生什麼事嗎？,你知道連續六年受假消息攻擊最嚴重的地方是？,你知道2018年臉書為什麼發生「刪帳號潮」嗎？,你知道2019年3/15在紐西蘭基督城發生了什麼事嗎？,你知道2019年4/25普丁和誰會面了嗎？,你知道2018年12/22印尼海嘯發生原因嗎？,你知道日本新年號是什麼嗎？,分數,平日資訊接收來源,意見回饋,您認為這份題目的難易度是?,這份問卷會讓你想要更加了解國際時事嗎?,,,,
5/1/2019 22:37:50,高二,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,大陸,不知道,不知道,不知道,不知道,令和,40 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Instagram, 他人告知、口耳相傳, Dcard",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
5/1/2019 22:46:41,高二,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,不知道,不知道,不知道,不知道,不知道,20 / 100,"電視, 巴哈姆特討論區, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
5/1/2019 22:47:55,高二,彰中投,火災,拍到黑洞周圍電磁波影像,器官活摘合法論,爆炸案,北韓,隱私外洩,槍擊案,川普,海底地震,令和,60 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
5/1/2019 22:59:08,高二,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,川普,海底地震,令和,70 / 100,"電視, 網路新聞, Facebook, Instagram, Twitter, 他人告知、口耳相傳, 其他",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
5/1/2019 23:50:39,高二,基北北,火災,不知道,基因改造嬰兒,不知道,不知道,隱私外洩,不知道,習近平,海底地震,令和,40 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook, Instagram, Twitter, PTT, 他人告知、口耳相傳, Dcard",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
5/1/2019 23:59:44,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,器官活摘合法論,以上皆非,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,70 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/28/2019 20:07:43,高一,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,90 / 100,"廣播, 網路新聞, Facebook, Instagram, PTT",讚讚 ，下次問台灣那些假新聞被踢爆好了????,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/28/2019 23:03:09,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,金正恩,火山爆發,令和,90 / 100,網路新聞,,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
5/2/2019 0:43:36,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,100 / 100,"廣播, 報章雜誌, 網路新聞, 其他",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,1,,,,
5/2/2019 9:43:57,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,不知道,大陸,隱私外洩,羊群暴動踐踏傷人,不知道,海底地震,令和,40 / 100,"電視, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/28/2019 23:03:18,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,金正恩,火山爆發,令和,90 / 100,網路新聞,,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
5/2/2019 12:37:53,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,100 / 100,"電視, 網路新聞, Instagram",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,5,,,,
5/2/2019 13:05:07,高三,雲嘉南,火災,拍到黑洞周圍電磁波影像,以上皆非,爆炸案,北韓,隱私外洩,槍擊案,川普,海底地震,令和,60 / 100,"電視, 報章雜誌, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,2,,,,
5/2/2019 13:14:37,高三,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,大陸,隱私外洩,槍擊案,金正恩,火山爆發,令和,80 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
5/2/2019 15:23:38,其他,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,以上皆非,隱私外洩,槍擊案,不知道,海底地震,令和,70 / 100,"報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, PTT, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
5/2/2019 16:55:18,高三,彰中投,火災,拍到黑洞周圍電磁波影像,以上皆非,爆炸案,以上皆非,隱私外洩,槍擊案,習近平,海底地震,令和,70 / 100,"電視, 廣播, 網路新聞, 巴哈姆特討論區, Facebook, PTT, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
5/2/2019 17:20:24,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,北韓,隱私外洩,槍擊案,川普,海底地震,令和,70 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, 其他",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
5/2/2019 17:43:51,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,地震,大陸,隱私外洩,槍擊案,金正恩,海底地震,令和,70 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",建議提供正解,這些事有發生過哦，怕豹.jpg,5,,,,
5/2/2019 18:08:01,高三,彰中投,火災,拍到黑洞周圍電磁波影像,器官活摘合法論,爆炸案,大陸,隱私外洩,槍擊案,川普,海底地震,令和,60 / 100,"電視, 網路新聞, Facebook, PTT, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,2,,,,
5/2/2019 18:35:43,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,大陸,伺服器搬家造成大當機,不知道,不知道,不知道,令和,40 / 100,"電視, 網路新聞, PTT",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
5/2/2019 18:43:15,高三,雲嘉南,火災,拍到黑洞周圍電磁波影像,不知道,不知道,大陸,隱私外洩,不知道,不知道,不知道,令和,40 / 100,"電視, 網路新聞, Facebook, Instagram, Twitter, 他人告知、口耳相傳",,這些事有發生過哦，怕豹.jpg,4,,,,
5/2/2019 19:11:18,高三,高屏,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,不知道,海底地震,不知道,60 / 100,"電視, 網路新聞, Instagram, PTT, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
5/2/2019 19:17:42,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,100 / 100,"電視, 廣播, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, Twitter, PTT, 他人告知、口耳相傳, Dcard, 其他",太簡單了,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,1,,,,
5/2/2019 19:27:39,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,以上皆非,爆炸案,北韓,隱私外洩,槍擊案,金正恩,不知道,令和,70 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, 其他","題目很平常，但也可以分辨出來是否關心時事。最後一頁的難易度設計的很有趣，讓人覺得一份輕鬆的問卷。
深深的覺得你們一定很ㄎㄧㄤ!!",中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
5/2/2019 20:35:25,高三,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,以上皆非,不知道,不知道,不知道,海底地震,令和,50 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,這些事有發生過哦，怕豹.jpg,3,,,,
4/28/2019 23:39:08,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,以上皆非,90 / 100,"電視, 廣播, 報章雜誌",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/29/2019 6:56:57,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,不知道,令和,90 / 100,"報章雜誌, 網路新聞",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/29/2019 8:22:33,高一,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,芬蘭,隱私外洩,槍擊案,金正恩,火山爆發,令和,90 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,2,,,,
4/29/2019 12:17:43,高一,高屏,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,金正恩,火山爆發,令和,90 / 100,"網路新聞, 巴哈姆特討論區, Facebook, PTT, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
5/2/2019 22:03:13,高三,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,川普,海底地震,令和,80 / 100,"報章雜誌, 網路新聞",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
5/2/2019 22:05:03,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,芬蘭,隱私外洩,槍擊案,金正恩,不知道,令和,70 / 100,"網路新聞, Facebook, Instagram",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 13:18:55,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,90 / 100,"網路新聞, Facebook",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,4,,,,
5/2/2019 23:49:04,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,不知道,不知道,不知道,不知道,令和,30 / 100,"電視, 網路新聞, Facebook, Instagram, Twitter, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
5/2/2019 23:57:20,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,北韓,隱私外洩,槍擊案,不知道,海底地震,不知道,50 / 100,"網路新聞, Facebook, Instagram, Twitter, PTT, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 16:43:13,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,90 / 100,"電視, 網路新聞",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
5/3/2019 0:07:37,高二,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,北韓,不知道,不知道,不知道,不知道,令和,40 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
5/3/2019 0:41:02,高三,高屏,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,隱私外洩,槍擊案,不知道,火山爆發,令和,70 / 100,"電視, 廣播, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
5/3/2019 6:50:52,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,羊群暴動踐踏傷人,以上皆非,海底地震,令和,60 / 100,"電視, 廣播, 網路新聞, Instagram, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/29/2019 18:12:03,高一,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,金正恩,火山爆發,令和,90 / 100,"電視, 廣播, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, 他人告知、口耳相傳, 其他",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 20:07:47,高一,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,90 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook, PTT, 他人告知、口耳相傳",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,2,,,,
5/3/2019 15:22:14,高三,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,隱私外洩,槍擊案,不知道,火山爆發,令和,70 / 100,"電視, 報章雜誌, 網路新聞, Facebook",問卷調查的題目請保持中立，例如第三頁的選項非常不尊重受訪人,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
5/3/2019 19:13:44,高二,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,隱私外洩,槍擊案,金正恩,不知道,令和,70 / 100,"網路新聞, Facebook, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
5/3/2019 19:38:33,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,以上皆非,以上皆非,隱私外洩,槍擊案,不知道,火山爆發,令和,70 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram",很有趣的問卷設計！謝謝！,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
5/3/2019 20:14:42,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,羊群暴動踐踏傷人,金正恩,海底地震,令和,80 / 100,"電視, 報章雜誌, 網路新聞, Twitter",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
5/3/2019 20:37:28,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,隱私外洩,槍擊案,川普,海底地震,令和,60 / 100,"電視, 網路新聞, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
5/3/2019 22:25:29,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,90 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,3,,,,
5/3/2019 22:52:14,高二,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,隱私外洩,槍擊案,不知道,火山爆發,令和,70 / 100,"網路新聞, Instagram, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
5/3/2019 22:53:55,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,不知道,槍擊案,不知道,火山爆發,令和,70 / 100,"網路新聞, Instagram, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
5/3/2019 22:54:59,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,不知道,槍擊案,不知道,火山爆發,令和,70 / 100,"網路新聞, Instagram, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
5/3/2019 22:59:20,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,大陸,隱私外洩,不知道,金正恩,不知道,令和,60 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook, Instagram",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
5/3/2019 23:41:57,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,不知道,火山爆發,令和,80 / 100,"電視, 報章雜誌, 網路新聞, 巴哈姆特討論區, PTT, 他人告知、口耳相傳, 其他",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
5/3/2019 23:59:48,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,芬蘭,隱私外洩,槍擊案,川普,海底地震,令和,70 / 100,"電視, 報章雜誌, 網路新聞, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,2,,,,
5/4/2019 8:58:42,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,不知道,川普,火山爆發,令和,70 / 100,"電視, 報章雜誌, 網路新聞, Facebook, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
5/4/2019 10:02:55,高二,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,不知道,槍擊案,金正恩,不知道,令和,60 / 100,"電視, 報章雜誌, 網路新聞, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
5/4/2019 10:59:59,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,川普,火山爆發,令和,90 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, Twitter, PTT, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/29/2019 21:13:10,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,不知道,令和,90 / 100,"網路新聞, Facebook, Instagram",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,2,,,,
4/29/2019 21:56:51,高一,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,金正恩,火山爆發,令和,90 / 100,"電視, 廣播, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",不 鋼鐵人 不要 不要彈響指,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/30/2019 22:06:18,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,90 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
5/1/2019 19:06:00,高一,高屏,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,90 / 100,Facebook,,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,3,,,,
