時間戳記,年級,就讀高中縣市,你知道2019年4/15巴黎聖母院發生什麼事了嗎？,你知道2019年4/10宣布了什麼天文學上的重大新聞嗎？,2018年中國科學家賀建奎發表了什麼造成全球學術界譁然？,你知道2019年4/21斯里蘭卡發生什麼事嗎？,你知道連續六年受假消息攻擊最嚴重的地方是？,你知道2018年臉書為什麼發生「刪帳號潮」嗎？,你知道2019年3/15在紐西蘭基督城發生了什麼事嗎？,你知道2019年4/25普丁和誰會面了嗎？,你知道2018年12/22印尼海嘯發生原因嗎？,你知道日本新年號是什麼嗎？,分數,平日資訊接收來源,意見回饋,您認為這份題目的難易度是?,這份問卷會讓你想要更加了解國際時事嗎?,,,,
4/30/2019 21:23:49,高三,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,地震,以上皆非,隱私外洩,不知道,川普,海底地震,令和,50 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/30/2019 21:26:00,高三,雲嘉南,火災,拍到黑洞周圍電磁波影像,不知道,不知道,大陸,不知道,槍擊案,不知道,海底地震,令和,40 / 100,"電視, 網路新聞, Facebook",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/30/2019 21:26:15,高二,彰中投,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,以上皆非,隱私外洩,槍擊案,川普,海底地震,令和,70 / 100,"報章雜誌, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/30/2019 21:27:45,高二,雲嘉南,火災,以上皆非,不知道,爆炸案,不知道,不知道,槍擊案,不知道,不知道,令和,40 / 100,"電視, 報章雜誌, 網路新聞",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,1,,,,
4/30/2019 21:29:53,高三,彰中投,火災,拍到黑洞周圍電磁波影像,以上皆非,爆炸案,不知道,不知道,槍擊案,不知道,火山爆發,令和,60 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, Twitter, PTT, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/30/2019 21:33:21,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,器官活摘合法論,爆炸案,以上皆非,伺服器搬家造成大當機,槍擊案,金正恩,火山爆發,令和,80 / 100,"電視, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, 其他",,馬馬虎虎，就像我們連梗都懶得想一樣,1,,,,
4/30/2019 21:33:40,高二,彰中投,火災,不知道,不知道,不知道,不知道,不知道,槍擊案,金正恩,不知道,令和,40 / 100,"電視, 報章雜誌, 網路新聞, Twitter, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/30/2019 21:34:37,高二,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,地震,不知道,隱私外洩,槍擊案,不知道,海底地震,令和,50 / 100,"網路新聞, 巴哈姆特討論區, Facebook, Twitter, 其他",阿多米尼斯多雷特我婆(名字太長剛剛還跑去googleXD),中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/30/2019 21:36:02,高二,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,不知道,槍擊案,金正恩,不知道,令和,60 / 100,"報章雜誌, 網路新聞, Facebook",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/28/2019 23:32:45,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,北韓,隱私外洩,槍擊案,金正恩,火山爆發,善化,80 / 100,"電視, 廣播, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, 其他",補充前面其他：dcard,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/30/2019 21:45:47,高三,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,政變,大陸,隱私外洩,槍擊案,金正恩,海底地震,令和,60 / 100,"電視, 報章雜誌, 網路新聞, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/29/2019 0:08:09,高一,高屏,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,以上皆非,80 / 100,"報章雜誌, 網路新聞, Instagram, PTT",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/29/2019 0:16:48,高一,基北北,火災,火星上有地震,基因改造嬰兒,爆炸案,北韓,隱私外洩,槍擊案,金正恩,火山爆發,令和,80 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳",,這些事有發生過哦，怕豹.jpg,4,,,,
4/30/2019 21:55:03,高二,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,不知道,槍擊案,不知道,海底地震,令和,50 / 100,"網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/30/2019 21:57:35,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,不知道,隱私外洩,槍擊案,川普,海底地震,令和,60 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/30/2019 22:01:02,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,100 / 100,"電視, 廣播, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, 他人告知、口耳相傳, Dcard",感謝這份問卷促使我去了解時事。,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/30/2019 22:02:02,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,100 / 100,"電視, 廣播, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, 他人告知、口耳相傳, Dcard",感謝這份問卷促使我去了解時事。,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/30/2019 22:02:03,高三,桃竹苗,火災,不知道,不知道,爆炸案,北韓,隱私外洩,槍擊案,金正恩,不知道,不知道,50 / 100,"網路新聞, Facebook, Instagram, Dcard",,這些事有發生過哦，怕豹.jpg,4,,,,
4/30/2019 22:02:42,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,北韓,隱私外洩,槍擊案,金正恩,火山爆發,令和,90 / 100,"電視, 廣播, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/30/2019 22:05:29,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,芬蘭,隱私外洩,槍擊案,不知道,海底地震,令和,70 / 100,"網路新聞, Facebook, 其他",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,2,,,,
4/29/2019 0:48:34,高一,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,川普,火山爆發,令和,80 / 100,"電視, 廣播, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/29/2019 1:17:03,高一,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,北韓,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, Twitter, 他人告知、口耳相傳",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,3,,,,
4/30/2019 22:26:00,高二,彰中投,火災,拍到黑洞周圍電磁波影像,以上皆非,不知道,不知道,不知道,槍擊案,不知道,火山爆發,令和,50 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/30/2019 22:30:10,高三,宜蘭、花東,恐怖攻擊,拍到黑洞周圍電磁波影像,基因改造嬰兒,地震,不知道,隱私外洩,槍擊案,金正恩,海底地震,令和,60 / 100,"網路新聞, 巴哈姆特討論區, Facebook, Twitter, PTT",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/30/2019 22:30:36,高三,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,北韓,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,2,,,,
4/29/2019 18:23:06,高一,雲嘉南,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,芬蘭,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 網路新聞, Facebook, Instagram",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/30/2019 22:38:39,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,不知道,不知道,火山爆發,令和,70 / 100,"電視, 廣播, 網路新聞, Facebook, Instagram, Twitter, PTT",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 18:25:33,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,不知道,槍擊案,金正恩,不知道,令和,80 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 19:19:25,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,不知道,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 廣播, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, Twitter, PTT, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/29/2019 19:59:33,高一,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,臉書被中資收購,槍擊案,金正恩,火山爆發,令和,80 / 100,"電視, 網路新聞, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/30/2019 22:57:31,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,器官活摘合法論,不知道,北韓,隱私外洩,槍擊案,不知道,海底地震,令和,50 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/30/2019 22:58:52,高三,桃竹苗,不知道,不知道,不知道,不知道,不知道,隱私外洩,不知道,習近平,不知道,不知道,10 / 100,"網路新聞, Facebook, Instagram",你一次舉列這麼多是考驗人的記憶吧  若沒有常常在關注新聞時事的人根本沒記得得多少  你可能做問卷還要再詳細一點ㄛ 列出個使用頻率之類的吧 實中的同學 加油好嗎,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,1,,,,
4/29/2019 20:23:18,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,芬蘭,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 報章雜誌, 網路新聞, Facebook",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
4/30/2019 23:00:55,高三,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,地震,不知道,隱私外洩,槍擊案,金正恩,不知道,令和,70 / 100,"網路新聞, Facebook, Instagram, PTT",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/30/2019 23:07:40,其他,基北北,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,不知道,槍擊案,不知道,不知道,令和,40 / 100,"網路新聞, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/30/2019 23:08:16,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,不知道,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, PTT, Dcard",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,3,,,,
4/29/2019 20:57:51,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 網路新聞, PTT",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/29/2019 22:15:28,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, PTT",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
4/29/2019 22:25:40,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,地震,金正恩,海底地震,令和,80 / 100,"網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/30/2019 8:18:41,高一,基北北,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,大陸,隱私外洩,槍擊案,金正恩,火山爆發,令和,80 / 100,"網路新聞, Facebook, 其他",,馬馬虎虎，就像我們連梗都懶得想一樣,2,,,,
5/1/2019 0:01:45,高三,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,以上皆非,以上皆非,不知道,金正恩,海底地震,令和,60 / 100,"網路新聞, 巴哈姆特討論區, Facebook, 其他",我交到女友很高啦哭哭，你才交不到女友，你全家都交不到女友（激動屁）,中間偏難，跟你找到女朋友的可能一樣,5,,,,
5/1/2019 0:27:32,高三,彰中投,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,90 / 100,"報章雜誌, 網路新聞, Facebook",酷哥 ,中間偏難，跟你找到女朋友的可能一樣,5,,,,
5/1/2019 0:38:38,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,隱私外洩,槍擊案,不知道,不知道,令和,50 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
5/1/2019 1:09:27,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,大陸,不知道,不知道,習近平,海底地震,令和,40 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
5/1/2019 1:55:13,高三,彰中投,火災,拍到黑洞周圍電磁波影像,器官活摘合法論,爆炸案,大陸,隱私外洩,槍擊案,金正恩,海底地震,令和,70 / 100,"電視, 報章雜誌, 網路新聞, Instagram, 他人告知、口耳相傳, Dcard",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
5/1/2019 2:02:49,高二,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,100 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, PTT","不錯 希望能喚醒我的狗畜朋友
連新聞都不看的真他媽可悲",馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
5/1/2019 2:06:11,高二,離島,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,伺服器搬家造成大當機,槍擊案,金正恩,海底地震,令和,80 / 100,"網路新聞, 巴哈姆特討論區, Facebook, PTT",,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,5,,,,
5/1/2019 6:10:31,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,政變,北韓,隱私外洩,槍擊案,習近平,海底地震,令和,60 / 100,"Facebook, Instagram",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
5/1/2019 6:14:20,高三,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,政變,以上皆非,隱私外洩,羊群暴動踐踏傷人,川普,不知道,令和,60 / 100,"廣播, 報章雜誌, 網路新聞, Instagram, Twitter",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
4/30/2019 15:03:48,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"報章雜誌, Facebook, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
5/1/2019 6:51:38,其他,彰中投,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,以上皆非,隱私外洩,以上皆非,川普,火山爆發,不知道,60 / 100,"Facebook, PTT, Dcard",,馬馬虎虎，就像我們連梗都懶得想一樣,2,,,,
5/1/2019 6:59:13,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,北韓,臉書被中資收購,槍擊案,不知道,海底地震,令和,50 / 100,"電視, 網路新聞, 巴哈姆特討論區, 其他",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
5/1/2019 6:59:59,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,北韓,臉書被中資收購,槍擊案,不知道,海底地震,令和,50 / 100,"電視, 網路新聞, 巴哈姆特討論區, 其他",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
5/1/2019 7:13:37,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,北韓,隱私外洩,不知道,金正恩,海底地震,令和,60 / 100,"電視, 網路新聞, Facebook",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
5/1/2019 7:53:36,高三,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,北韓,伺服器搬家造成大當機,槍擊案,金正恩,海底地震,善化,60 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, Dcard",,這些事有發生過哦，怕豹.jpg,1,,,,
5/1/2019 8:38:30,高二,桃竹苗,火災,不知道,基因改造嬰兒,不知道,不知道,不知道,不知道,川普,火山爆發,令和,40 / 100,"電視, 報章雜誌, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
5/1/2019 8:59:18,高二,基北北,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,地震,芬蘭,隱私外洩,槍擊案,習近平,海底地震,令和,50 / 100,"網路新聞, Instagram",,中間偏難，跟你找到女朋友的可能一樣,5,,,,
5/1/2019 10:05:51,高二,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,以上皆非,不知道,槍擊案,不知道,海底地震,令和,60 / 100,"電視, 網路新聞, Facebook, Instagram, PTT, Dcard",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
5/1/2019 10:35:13,高三,彰中投,火災,拍到黑洞周圍電磁波影像,以上皆非,政變,芬蘭,隱私外洩,槍擊案,金正恩,核彈試射,令和,60 / 100,"電視, Facebook",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
5/1/2019 10:39:59,高三,離島,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,政變,大陸,臉書被中資收購,槍擊案,金正恩,火山爆發,令和,60 / 100,他人告知、口耳相傳,,中間偏難，跟你找到女朋友的可能一樣,5,,,,
5/1/2019 11:12:48,高二,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,北韓,隱私外洩,地震,金正恩,火山爆發,令和,70 / 100,"網路新聞, Instagram, 他人告知、口耳相傳, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
5/1/2019 11:47:49,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,大陸,不知道,不知道,不知道,不知道,令和,40 / 100,"網路新聞, Facebook, Instagram, Twitter, PTT, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,4,,,,
5/1/2019 12:52:15,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,隱私外洩,槍擊案,金正恩,海底地震,令和,70 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,3,,,,
4/30/2019 18:51:52,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,不知道,令和,80 / 100,"電視, 報章雜誌, Facebook, Instagram",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
5/1/2019 15:23:22,高二,高屏,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,火山爆發,令和,100 / 100,"網路新聞, Instagram, PTT, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
5/1/2019 15:52:08,高二,高屏,火災,不知道,猴腦植入人體基因,爆炸案,大陸,隱私外洩,槍擊案,不知道,火山爆發,善化,50 / 100,"網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏難，跟你找到女朋友的可能一樣,3,,,,
4/30/2019 19:25:18,高一,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,隱私外洩,不知道,金正恩,火山爆發,令和,80 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/30/2019 21:51:30,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,北韓,隱私外洩,槍擊案,金正恩,不知道,令和,80 / 100,"電視, 網路新聞, Facebook, Instagram, 他人告知、口耳相傳, 其他","我不做人類拉！！！！！
JoJo!!!!!! ",中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
5/1/2019 17:00:57,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,習近平,海底地震,令和,80 / 100,"網路新聞, Facebook, Instagram, Twitter, PTT, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/30/2019 21:52:58,高一,基北北,火災,拍到黑洞周圍電磁波影像,猴腦植入人體基因,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
5/1/2019 17:35:23,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,地震,金正恩,海底地震,令和,80 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
5/4/2019 13:31:41,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"網路新聞, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
5/7/2019 20:04:00,高一,桃竹苗,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,以上皆非,隱私外洩,槍擊案,不知道,火山爆發,令和,80 / 100,"電視, 報章雜誌, 網路新聞, Facebook, 他人告知、口耳相傳",無。,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
5/8/2019 1:31:46,高一,基北北,火災,拍到黑洞周圍電磁波影像,不知道,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 廣播, 網路新聞, 巴哈姆特討論區, Facebook, Instagram, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
6/2/2019 13:27:56,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"網路新聞, Dcard",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
4/28/2019 19:14:44,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,90 / 100,"電視, 網路新聞, Facebook, Instagram",,馬馬虎虎，就像我們連梗都懶得想一樣,4,,,,
5/1/2019 20:29:33,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, 網路新聞, Facebook, Twitter, 他人告知、口耳相傳",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 19:49:00,高一,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,90 / 100,"電視, 報章雜誌, 網路新聞, 巴哈姆特討論區, Facebook, PTT",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,5,,,,
5/1/2019 20:51:34,高三,宜蘭、花東,火災,拍到黑洞周圍電磁波影像,不知道,不知道,不知道,隱私外洩,槍擊案,金正恩,海底地震,令和,60 / 100,"電視, 廣播, 網路新聞, Facebook",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
5/1/2019 21:26:48,高二,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,不知道,不知道,槍擊案,金正恩,海底地震,令和,70 / 100,"電視, 網路新聞, Facebook, 他人告知、口耳相傳, 其他",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
5/1/2019 21:40:27,高二,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,地震,北韓,隱私外洩,不知道,不知道,海底地震,令和,50 / 100,"網路新聞, Facebook, 他人告知、口耳相傳, 其他",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,4,,,,
5/1/2019 21:56:41,高三,彰中投,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,以上皆非,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,80 / 100,"電視, Facebook, Instagram",,中間偏易，跟你被人爆復仇者聯盟4的雷的機率一樣,3,,,,
4/28/2019 19:55:22,高一,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,大陸,隱私外洩,槍擊案,金正恩,火山爆發,令和,90 / 100,"電視, 報章雜誌, 網路新聞, Facebook, Instagram, PTT, 他人告知、口耳相傳",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
5/1/2019 22:34:40,高三,桃竹苗,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,不知道,不知道,隱私外洩,不知道,不知道,海底地震,令和,50 / 100,"Facebook, Instagram, Dcard, 其他",,馬馬虎虎，就像我們連梗都懶得想一樣,5,,,,
4/28/2019 20:04:16,高一,基北北,火災,拍到黑洞周圍電磁波影像,基因改造嬰兒,爆炸案,以上皆非,隱私外洩,槍擊案,金正恩,海底地震,令和,90 / 100,"電視, 網路新聞, 巴哈姆特討論區, Facebook, PTT, 他人告知、口耳相傳, 其他",很好,簡單到跟垃圾一樣，瞎機巴亂猜都對（挖鼻孔）,5,,,,
